text,prediction
Поведението на Радев е скандално. Първото нещо което трябва да се гласува като се съберат дУПЕтатите е Импийчмънт. Живеем в България която е част от ЕС и НАТО. Не може така неколегиално с нашите партньори. ,False
Радев скрий се мiшко! ,False
Много е прав президента.Каквито можахме дадохме.Няма как да се остави държавата без оръжие.Като гледам колко бързо им доставят от Европа да се не налага и ние да искамеи да чакаме.По Конституция той ще носи отговорностако оголи складовете и ни направи мишена.Като не струват руските танковезащо Украйна ги иска? ,True
Сигурността на България започва от Украйна следователно - повече оръжие за Украйна повече сигурност за България. Не е лошо президентите ни да са интелигентни хора мислещи два хода напред. ,False
Платените сopocoидни тpoлове на Хр. Иванов получиха задача да тpoлят и да си бият сами плюсове на тъпанapcките коментари. В замяна довечера в централата на ДБ ще получат безплатна дрога. ,True
Много правилно президент Радев евала за това изказване! ,True
Който не одобрява думите на Президента ....да ходи доброволец в Украйна не само да лае тука ! Явно са доста солидарни спрямо укрите .....през оная работа им е за България и Българския народ ! ,True
Бил съм много пъти в Украйна. Страната е разядена от корупция повече от БГ. ,True
Когато нацистът Зеленски забрани българския един укър не каза не може така и т.н. Не бих им помогнал с нищо на укрите. ,True
Поредната голяма излагация пред Европа. Уж щеше да се бори с мутрите тоз човек се бори с Европа направо закопа държавата. Тез *** ПП ДБ и ГЕРБ да се мятат да разкарват тоя лудия от управлението и да влизаме в Европа а русофилите да гледат мача от близо. Пуу мама му стата тъй не влезе един достоен политик да задвижи държавата в правилната посока. Тия мижитурки от ПП как разделиха дясното чак се чудим дали не играят с президента против Европа. Чак БСП са Европейско ориентирани!!! ,False
тоя да не става смешен. Какъв гарант е армията със старо оръжие и една шепа хора. Генералите са повече от войниците. Тоя да вземе да се скрие и стига е ръсил недоразумения ,True
Иdioт. Какъв гарант може да бъде нашата мизерна армия и срещу кого бе съветски кап.пут? Срещу Турция ли срещу Русия срещу кого при съвременните условия. Баси олигоффрена. ,True
Браво господин Радев! 155 хващай автомата и ходом марш към Украйна!Разни дрисльовцикоито не са хващали оръжие и разбират от военно делоколкото свиня от кладенчова вода дават мнение.Тази война не е наша! ,True
По-добре да не купуваме нищо от САЩ защото ни излъгаха че ще ни доставят самолети ф16. Платихме стотици милиони долари за тези самолети а американците само ни откраднаха парите без да ни доставят самолетите. Така ако купим от тях ядрени реактори за АЕЦ в най-добрия случай ще ни изпратят само чертежите. ,True
Какъв гарант ни е НАТО като още си чакаме 8-те ефки :))) Нали им платихме 2 милиарда долара за 8 бракми Ф-16 :))) ,True
Когато нас ни нападнат и тогава пак повтаряйте същата мантра как другите трябва да си пазят оръжията за тях още по-наглото е че им ги и продаваме. ,True
Сега синовете на БКП номенклатурата от ПП иДБ правещи се наевроатлантици ще изреват на умряло ,True
България като член на НАТО има ангажимент да помага и защитава останалите членове.Тази война не е наша и не сме длъжни да вземаме страна.Позицията на президента е много правилна.За тези дето ревете като сарански мечки да давамеда се сетят колко мизерно живеем и сме най-бедни в Европа. ,True
Така е ама ходи го обяснявай на американските агенти от Доносническа България... С нищо не сме длъжни на Украйна че да си досъсипваме армията заради тях!!!!!!!! ,True
Дреме ми за Украйна да не са се подлагали на САЩ .България над всичко. ,True
Ние и без война пак или исчезваме или ни потурчват или поромчват. Ето и сега като признаят ЕС и НАТО и македонска нация и почти нищо не остава от бг. ,True
Време е за импийчмънт на тоя vatник ,False
То па една армия... Ако разчитаме само на нея а не на НАТО  пиши ни бегали. ,True
Армията ни е гарант за сигурността на България...това е най-смешния виц който съм чувал напоследък... ,True
Е това е президент а не педалетка като Плевнякув! Браво! ,True
Браво! ,True
Има вето но дали го пускате в действие не зная?С думи не става и аз не искам чужди американски бази но какво от това те са тука и те са предпоставка за огън по нас мирните . ,True
Украйна има повече от 1/3 от населението на Русия и също армия както и тонове оръжие най-вече наливано от Америка години наред България си няма нищичко на всички ще им се реве ако руска армия дойде тук. ,True
До Генерал ... Така е трябва да ни е страх от руснаците шото ние с украинците не можем да се мерим въобще а пък Русия не може да бие Украйна на фубтбол и война кво говорим ,False
Да не дава Господ българската армия да е гарант за сигурността ми! ,True
До Анонимен 2....  Ще  си  получиш  после  заслуженото когато  Путин  ти  дойде  на  гости. ,False
Наглосаксонки постановки. P.S. В пряката до посолството е забелязан Путин който хайли лайкли смята да атакува краварите. ,True
е голям страх ,True
Оттеглянето  на  русия  от  договора  било  опасно .По  време  на  кризата 1962 г  Хрушчов  казва  ние  ядрените  бомби  ги  правим  като  кренвирши   и  американците  си  мислели  че  имат  най-малко  1 000  бойни  глави  а  в  последствие  се  оказва  че  на  този  момент  СССР  е  имал  само  2 ракети .Русия  излиза  от  договора  защото  няма  какво  да  покаже  ракетите  и  не са  поддържани  и  няма  да  излитнат (през 10 г сеправи  профилактика ).Все  пак  си  е  игра  с  огъня . ,False
Китайците правилно отбелязаха че Байдън (колетивният Запад - САЩ НАТО ЕС) не е в позиция да казва на най-голямата РЕАЛНА (НЕ ПЕЧАТАРСКА!!!!!!!!) ИКОНОМИКА какво и с кого до прави. И понеже при ученията край Тайван над китайските изстребители летяха и руски СТРАТЕГИЧЕСКИ БОМБАРДИРОВАЧИ подтекстът е че колективният Запапад не може да казва и на Русия какво и с кого до прави и че като не могат по-лесния ще го разберат по-трудния (т.е. неприятния) начин. Кое не е ясно??? ,True
Да видяхме го да се търкаля по земята в Полша това е посланието. ,True
Абе този усеща ли се какви ги дъвче! Какво послание какви пет лева! Нали го видяхме едва ходи не може да се обърне като дървено човече е. А във Варшава изби рибата говореше в стъклен непробиваем похлупак може и да се е подмокрил от страх. Отдавна не се бях смял така. А Вовата излезна на сцената на Лужники при минус 12 градуса пред десетки хиляди зрители ръкува се с десетки хора усмихнат уверен. Чакаме Победата над укронацистите. ,True
Много послания станаха. Един път - хайде военните министри в американската база Рамщайн. Друг път - хайде външните министри - в Брюксел. Сага хайде - президентите - при дядо Байдън в Полша. Бактън. ,True
Май ти си опрял до китай щом така църкаш. Само че китайците не можеш нито да ги купиш нито майдани да правиш там.  Вече се посираш от китайски балони. Моли се Путин да не даде разрешение на китаеца да ти отнесе гейбаровете зад океана. ,True
Кога Байдън и САЩ ще си плащат за базите в България? Или Байдън ще нареди да сменят прокурори да не разследва САЩ които уж ни помагат с корупцията с техния закон Магнтски? ,True
Посланието е до ес за още оръжия но докога ще спонсорираме зеления? Да ни е яко знаете какво. Освен това никой не обича да му се месят и диктуват какво да прави както да речем България не обича така и Китай та защо някои си мислят че са в правото си да казват Китай да прави това но да не прави онова. Примери бол натискаха за истанб. конвенция но България се опълчи защото това е намеса в работите й. ,True
Ватата опря до Китай. Господин Си хахахаха ,False
Посещението на китайската делегация в Москва няма ли да го отразите? Това е сигнал към САЩ и запада. А готвеното посещение на господин Си в Русия ще е още по-ясен сигнал и предупреждение към т.н. колективен запад. ,True
Я си спомнете че Москва е разрешила на Бай да влезе в Украйна и е гарантирала неговата сигурност. Тоест посланието е ясно. ,True
Войната може да се реши от международната банка . Задълженията на Украйна през тази година ше надминат 300 милиарда а банката вече не е съгласна на отстъпки . Укеайна освен дето взема нови заеми ами и не връщала по старите и се натрупали наказателни лихви за които има спорове . В един момент ще започнат да си искат парите + наказателните лихви . ,True
Ако днеснякой попитаБайдънкъде е бил вчера едва ли ще си спомниНо тапирите набараликьоравото тукза някоя и друга жълта стотинкаще паднат и ничком ако трябваДъртия е само кукла на конци(мариомнетка)на оръжейния комплекс на САЩЗатова и синчето му е на кьор софратаНо ако утре се обърнат нещатанабързо ще му спретнат едно пищно погребение и ще седнат да договарят условията за разоръжаванеРуснаците са ясни и категоричниче разминаване с думи и делакато при Елцинняма да има.Ако трябва ще бомбят ,True
Напротив Путин хвана в клопка цялата пуделска изммет на слугинаж на щатите. Русия се почисти от чужди агенти  накрая и Европа ще се оттърси от американско присъствие и съжителство. А след това и другите държави. Щатите имат два избора - или да се кротнат на континента си и да бъдат нещо като Бразилия или да бъдат тотално унищожени като Нацистка Германия. Няма човек на планетата лойто да не вижда че зад либерадтията на американците се прокрадват всички престъпни секти крайни идеологии и т.н ,True
Живия мавзолей отишъл в Киев...... Олеле Какво силно послание.... ,True
Оттеглянето на Покрайнина от минското споразумение е още по-опасно. Видяхте какво стана. ,True
Памперса отишъл да плаши Москва и Китай от Киев..... Цирк! ,True
Памперса просто крачи из Киев с разрешение на Москва иначе бум и опааа грешка.... Памперса ще се разхвърчи на парчета ,True
Америка и САЩ са лъжливи и винаги създават проблеми войни на чужди територии и омраЗъ между народите ,True
Всички вършат глупости а експертите ги анализират и обявяват за гениалности. ,True
Човеко Китай ще разглоби на парчето Америка но има много кинти там .Но едно е сигурно американци ако се на Северна Корея няма прошка човече тези не са руснаци и китайци с бизнеси ,True
Там където е държавно всички крадат като луди ,True
Държавни предприятия трябва да се откриват не закриват. Конкуренцията между държавата и частниците води до просперитет и стабилизиране на цените. Стратегически производства трябва да са държавни. Смесената система най добрата система. Дори основното производство на пшеница и фуражи както и животновъдство и птицевъдство. Даже хлебозавод държавен трябва да има както и консервни и преработвателни предприятия. Енергетика единствено и само държавна и мн др. Държавата прчели и върви напред. ,True
Тогава ГЕРБ внесе закона и всички партии го подкрепиха. Следователно далаверата е била обща. ,True
На Борисов хората измислиха тази схема. Не пишат колко струваше това на държавата. ,True
А служителите които от 5 години са там и 1 бензиностанция не са разкрили ще върнат ли заплатите? Колко години поредната агенция оперира за да може някой да назначи родата си на заплатополучателска позиция и по цял ден да спят във офис? Преди да ги закриете поне извадете отчет: създадена на дата Х с указ разписан от лице Х оперира У години за тези У години общо разходи Х милиона резултати - еди колко си милиона. Поне да се знае кой е загробил пари за нещо смислено там! ,True
И от там се източиха милиони ,True
Че то в тази компания само калинки на тлъсти заплатки. Защо да си дават зор да правят нещо? Имам познати в тая компания които по цял ден пият кафе с уиски и бъркат на колежките си под полите. От такива работа ли са очаквали да вършат? Никакъв контрол от страна на държавата. ,True
Откога правителството приема и променя закони? ,True
Коалиция 'Лукойл' си каза думата. ,True
'Целта е държавните бензиностанции да предлагат горива с минимална надценка и така да регулират пазара. Мотивът на управляващите е че новите бензиностанции ще доведат до по-голяма конкуренция а оттам и до по-ниски цени на горивото за крайния потребител' --- сега това не било логично и икономически обосновано ,True
Бойко пак изпра едни милиони......... ,True
Браво. Герб останаха без още една Хранилка. ,True
Откриват закриват а междувременно няколко милиона държавна пара е загробена.. ,True
Объркани сте господа народа не е с Украйна а вие сте слуги по всички личи ,True
Поредната болница в Бургас чия ли собственост е. Ние  пациентите знаем как ще сме обслужени отново но явно и държавата има сметка от бълването на болници мед.центрове поликлиники и т.н. А ЛЕКАРИТЕ къде са те по бюрата писателстват над компютъра рядко поглеждат пациента. Има и изключения. Сбъркана държава ,True
Поредните схемаджий!Правиш си частна болница и държавата ти гарантира поток от пациенти и плаща за тез пациенти -нашите децаа ти разбира се ще трябва по схемата част от печалбата да занесеш там където трябва.Мирише на корупциона схема чак см ърди! ,True
Ясно защо отлагаха и ненаправиха държавна детска болница. Евала българи! ,True
Няма нужда от частни трябва държавник .Частника се видя стига му толкова ,True
Хахаха шкембе гербераста са го изритали. ,True
Хора с продаване на бг паспорти се появиха .Повече коментар не е нужен ,True
Явно Др. Янев ще гледа парламента отвън. ,True
И двете партии  никой не ги брои ,True
До Валентинсмешко  чии е днес крим чии са курилските о ви  кои има влияние в аф стан мммм американска карика туро ,True
Четох до третия въпрос и спрях.Не мога да чета коментари на Руската Агентура в България.Те са толкова многоче ме е срам да се наричам тяхен съгражданин.Това не са България. Това са Руснаците милеят за Путин. ,False
Русия вече изгуби тази война! Връщане назад няма! Мина година а руските загуби надхвърлят тези от войната в Афганистан за 10 години!!! Един *** отишъл да се бие в Украйна за пари защото детето му било болно. Оркът е убит а дъщеричката му умира малко по-късно...пълно е с подобни съдби а за всичко е виновен ***! Слава Украини &#10084;&#65039; ,False
Ей го поредниото преносимо помощно медико-санитарно средство. Все са за мир и дипломация тия мишоци. ,False
Експерт ? Кой го е наел ? Колко му плащат ? Търсят ли кадърни хора или държат на калинки ? ,False
Този гоУем спец бре. И Херсон беше руски а ква стана сЯ? Путинослагач жалък! ,False
Владимироще с името става ясно от каква комунистическа семка се е излюпил човекаа от там и гледната точка ала Радев или в.Поглед! Ниекоито сме били под миризливия руски ботушсме за Свободата...Някои са останали благодарни роби..Два лагерадве гледни точки и от там и наклона на личното мнение! ,False
Молодец! Так держат! ,True
От тебе по-голям продажник няма. ,False
Водката е на привършване. ,False
Щото руския СУ-30 е свалял ф-16 Пък и с това ПВО.не ти завиждам. -----///----/--Свалял е дръжки. Су-30 изобщо няма въздушни боеве. Може да е свалил някой украински самолет руско производство но само толкова. ,False
Коя е грешната страна може да се съди по позицията на България която винаги е от грешната страна. ,True
До Сата НАТО и къде си видялче могат или само на теория.Щото руския СУ-30 е свалял ф-16 Пък и с това ПВО.не ти завиждам. ,True
До 224.Байрактар няма защото се сваля лесноа и на него му трябва летищекаквото няма вече в Украйна.Ти защо си мислишче като си пишеш ей така и другите го правят.Има достатъчно източници на информация и знам доста повече неща от теб и ги разбирамзащото ми е интересно да чета за военни техники. ,True
Ф-35 и без УВТ прави смешни тежките патици на руснаците. Въобще не могат да му стъпят на малкия пръст. Когато му дойде времето ще пуснаг 2-4 Ф-35 да разпорят няклко руски ескадрили и нещата ще приключат. Ще им остане само да мучат че Да ама те щото имат АУАКС... ,False
Пун Дин ще размени Крим за Сибир със колегата си Пин. Муахахаха. Китай много обича така да печели. Тихо и кротко. ,False
До 220.Ти кой клас си бече си мислишче някой ще стреля по Байдън докато е в Украйна.Я се събуди.Все едно да кажешче американците ще тръгнат да убиват Путин.Нещата не стават така. ,True
До 218Е не бяха 20а бяха 200 байрактари и не бяха 2000 танка и бяха 250  и то само защото руснаците бяха тръгнали като на парад и сега що тия байрактари ги няма.Що си мислишче някой ще ти даде 200 танка ей така и 200 ф-16 ей така щото си убав.А и няма да ти свършат работа щото докато ги получиш тия 200 танка ще ти пратят руснаците 700.Е кажи Русия държи ли 29%от територията държи я можеш ли да я изгонишне имаш ли боеспособна армия Не.Ами тогава. ,True
До 211 И Украйна има ли пилоти за тия самолети и тоя Ф-16 да не би да е неуязвим и Украйна нямаше ли самолетикъде са? ,True
За насбългарите на дневен ред стои задачата да кастрираме Безродника и под.лога краварска СулюЙман Паситто.Прекалено дълго се размотавахме. ,True
След червения бутон ще има от 8  милиарда. 8 милиона популация. ,True
Няма да е изненада ако щамове от различни болести разработвани в различни биолаборатории в Украйна да са били разработвани за атака срещу Русия от обучени терористи. Евала на руските военни разкриха това и успяха да ликвидират в голяма част такива опции.  Преди години четох един анализ който в голяма степен показваше че Украйна заедно с въоръжените сили на САЩ и ЦРУ готвят атака в Западна Русия както и чистка в Източна Украйна на рускоговорящи. ,True
И въпреки това (при независимо разследване от западни страни и от ООН) не им се получи. Против Сирия беше целия демократичен запад който използваше всякакви видими и невидими терористични похвати за да свалят Асад. Въпреки това руските въоръжени сили успяха заедно с сирийската армия и в по-малка част и ирански военни да спрат американците в Сирия. И всичко това с конвенционални средства. Но... с много тежки сражения. ,True
Изненадан съм как сте публикували различно мнение от общоприетата краварска пропаганда с която ни облъчвате всекидневно. Това е позицията която споделят болшинството българи. Поздравления за което! ,True
Цар Борис  казал на Хитлер: Знаеш ли че ако изпратя българска войска на Източния фронт то тя ще премине при руснаците заедно с духовата музика ,True
Искам да ви върна към десетките машинации и кленети от страна на САЩ срещу Ирак Либия и Сирия че първо имат арсенал от ОМП а след това търсят и повод да ги атакуват. След това се опитват да минат и по-далеч ако нещата не им се получат. Спомнете си как терористи (уж военни от Сирийската свободна армия) използваха контейнери със зарин хвърлени от въздуха за да обвинят сирийската армия и Башар Асад в това че използват химическо оръжие срещу бунтовниците ,True
Още един Радевист-Путинист с една дума прорашист с дълбокомисления си коментар който има много малко връзка с реалността. ,False
Този анализатор е почти на 100 процента прав!!! Единствено ще добавя че дори и да излезе извън границите на Украйна тази война няма да има друг характер освен конвенционален но само ако НАТО и най-вече САЩ не сменят тактиката и не използват (както често го правят срещу противници които нямат глас) някакви ОМП срещу Руската федерация или някаква провокация. Освен това дори и при НЕконненционална война самолетите също са основното ударно средство ,True
нашите жълтокафявопаветни умнокресливи понита не понасят противоположно на тяхното спуснато от Козяк мнение... Самата мисъл за референдум ги изпълва с див ужаспараноя и истерияама как ще бъде попитан народане е демократично няк'си :) ,True
К'во става луZъри?! :D Дрънчи ли сърп и чук у главите? ,False
Тоя червения с това ухилено личице с елементарно тъпия анализ който прави за геополитиката и двата полюса  които очертава като разделение на света е толкова безумно това твърдение  че с него човек спокойно може да си избърше г........... ,False
Няма да я променят но ще я удължат. А именно това е целта да е продължително за да може едни еврейчета да печелят от поскъпването на стоките. Те са специалисти в такива случаи. ,True
Този е 4К 100%. ,False
До 180 Ми като не ти харесва си ходи в оосрайната ти.кво цивриш тук. ,True
Полюсите гарантират стабилност. Да отнемеш функциите на единия  значи че си готов за апокалипсис. ,True
Цяло ес спря  талибанските фашистки студия на салавьов -- тука тея си дрънкат руската пропаганда  абе не ви щем лъжите бе  марш при баш фашагата ! ,False
Цвъркането на брюкселските травеститпендюли с розови прашчици показва само едно: Колко е прав интервюираният ,True
До 172 Е ти колко гривни взимаш я кажи. ,True
При наличието на зелен чорап и политическите му възгледи .тоз елемент въобще не ме очудва ! ,False
Само 4000-ник може да пише подобна идиотщина!!! ,False
Е какво е казал човека което не е вярно?Какви русофили какви русофоби какви са тези глупости ?Ние сме българи и трябва да се гледа българския интерес. Като децата сте. Рядко в живота има черно и бяло повечето неща са сиви.Турция има много балансирана и умна политика по отношение на войната. И да Русия ни е много близка страна по език и култура. Искате или не - роднините си човек не ги избира. ,True
Доидат със помоща русия на власт те ще избиват всеки  инакомислещ без съд и присъда дори само по донос ще настъпят страшни времена на страх и терор  слугите на путин ще са бъдещите палачи а за свобода  да се изкажеш направо забравете  По телевизията нон стоп ще има само долнокачествена пропаганда  права ще има само тяхната  милиция  ! ,False
До Владимир Величков.Че негова работа ли е да мисли за Русия и Украйна. ,False
До Западът и САЩ.А защо мислишче са изхарчили много.Такоето е пратено е складови наличности.Повечето неща са стариа на някой може да се направи реклама и да се продават.Както става с някой неща.Така чеако правиш реклама на джавелинкоито стои на склад някъде и нищо не правиа можеш да продадеш после доста бройки що да не даваш.Войната е бизнес. И като имаш ВПК лесно тия пари се връщат.Ежза това и няма да видиш танкове и самолети.Щото после може и да не се продават ,True
кравароробите са особен вид сектанти отличаващи се с една гънка... Но за наше съжаление тя не е в мозъка им... ===))) същите бяха и част от укрите и сега си понасят последствията... ,True
Щом и Мистър Пропър взе да разбира от политика... ,False
До Анонимен155 бахуура можете да си го поделите с Путтлер другарю червено ако. ,False
Хонорара в евро по сметката както се разбрахме с Митрофанова. Благодаря! ,False
нямаше да харчат тези милиарди ако не са си направили сметката.... Това е първото което трябва да осмисли всеки който почва да коментира войната........ ,True
Само два цитата ще постна и това е абсолютно достатъчно да покаже колко са жалки нашите русофоби-краваророби!Ами той разсъждава абсолютно правилно. В крайна сметка ако погледнем пак и исторически може да се окажем отново на грешната страна. и Аз съм против военнолюбците те ако искат - да хващат автомата и да се бият. Но не може да хвърлят страната ни в конфликт с една страна която е близка до нас. ,True
До 137.Точно така е всяко мнениекоето не отговаря на твоята гледна точка и желание означава русофилско.Я се събуди. ,True
Умно приказва човека но на краварските грантаджийски краварски слуги и безмозъчните жълтопаветници това не им харесва... ===))) ,True
Ей едно нормално мнение как так аса го пуснали в днес бг явно  вече са им спусанли да пускат опорки за преговри че скоро украинци няма да останат и ще вземат цяла Украина рунсаците ,True
Танковете и самолетите ще променят хода на съдбата на България защото после следва жива сила. Помислете върху това. ,True
Как така пуснахте статия с анализ признаващ превъзходството на Русия ? Този път ви поздравявам. А феновете на Степан Бандера не могат да повярват че има и такива анализи. Бяха свикнали със спуснатите от Козяк измислици ! ,True
Слушам участието му по телевизията. Целта на всички приказки беше да каже че Корнелия е излъгала за износа. Само не знам по документи кой е подписвал разрешения за реекспорт? Лесно може да се проверява. ,True
До Анонимен 102  Как ще ги нападне Русия нали НАТО ги варди или варди само САЩ. ,True
До 106 Турците не са взимали еничари от 1830 та. Напрай сметка колко е назат расия. ,False
Русия е тръгнала да превзема Европа не Украйна. ,False
До НКВД Интересноче спомена априлското възстание...Турците никога не са правили такива зверства.Това са го правили башибузукаосновна част от който са черкезите.Черкезите са прогонени от Русия в България.Не с идеята да вършат зверствано все пак са знаели що за стока са. ,False
До До 63  Ядрено досега само САЩ са фърлили. Но след това Япония губи 10 милиона убити и рак. Един път става но Русия ще унищожи цялата Украйна. ,True
До 67:Логиката е да седнат да преговарята те не искатзащото сега взимат милиарди и половината от пратеното оръжие отиде в Даркнета.А защо е тази война?Защото нарушаваха Минските споразумения.Още миналата година можеш да спре войнатано укрите напуснали преговоритеза да се пробват Крим да връщат.Ще подпалите ядрена война така. ,True
Тепърва предстоят природни катаклизмиа вие сте седнали войнички да правите и да разгаряте ядрени войни.Нема да оцелеем като вид така.Особено с пропаганди и лъжливи новини. ,True
Поредната руска изтривалка. Аре у лево ,False
Акъл!ЗАПАДНАТА ПРОПАГАНДА ВЪРВИ С ПЪЛНА СИЛА.БАЙДЪН ЦАР ГОМНЬО И УРСУЛА КРАЛИЦАТА НА ГОМ..АТАСЪТВОРИХА СУПЕР ВОЙНА.ПРОКЛЕТИ ДА СТЕ ИЗЧАДИЯ НА АДАУМРЕТЕ!!! ,True
Войната е брутално нещо ве мен особено в Европа :))) Никой не иска да загива но краварите понеже са далеч от стария континент си играят с нас :))) ,True
До Тошо   Докато Русия не ги избие до крак няма да се съгласят. А после няма с кой да се преговаря не е проблем. САЩ са доволни че Русия са дали жертви. ,True
И ние губим беломорието от Нато пък никой не ни пита дали е справедливо или не. ,True
Накрая ще се седне на масата за преговори но.... до тогава колко души трябва да загинат 100 1000 10 000 100 000  колко.....?Защо цената е висока ами защото не се учим от историята!!!Нека веднъж да го направим наобратно първо преговори пък после другото а то няма да е необходимо и майките ибащие ще си гледат децата! ,True
