brand,model,year,price,fuelType,gearType,totalKm,HorsePowers,color,id
Ford, Fiesta,2007,4700, Бензин, Ръчни скорости,80000,80,Сив металик,6298c42d8ce71395a4085923
VW, Tiguan,2012,19999, Дизел, Ръчни скорости,179000,140,Черен металик,61ec49e5507b3e3ed65923a2
Mitsubishi, Space,2020,13000, Бензин, Ръчни скорости,20000,70,Бял,62efdc64e83b94b4fa04b0d2
VW, Golf,1999,2800, Дизел, Ръчни скорости,270000,110,Син,62f0ddca8a71e330da032c76
Mercedes-Benz, S,2008,42000, Бензин, Автоматични скорости,150000,525,Черен металик,621e7934d458f0628f4d7582
Audi, A6,2005,9900, Дизел, Автоматични скорости,264,225,Син,62f34ef859d9dfd57e095055
Mitsubishi, Grandis,2009,8500, Дизел, Ръчни скорости,184500,140,Тъмно сив металик,62dbf8f396ca69787d008042
Land, Rover,2004,6600, Дизел, Ръчни скорости,219500,112,Сив,62603966c031ec6bb9042db2
Hyundai, i20,2010,7700, Газ/Бензин, Ръчни скорости,134520,78,Черен,62dd9ae87d863c58130ae6e5
Audi, Q5,2009,23950, Дизел, Автоматични скорости,259000,239,Черен металик,62f0ca28cd616a93ea012352
Dacia, Lodgy,2013,10300, Бензин, Ръчни скорости,149000,116,Черен,614b02fdec56a618570a2de3
Seat, Leon,2010,8999, Бензин, Ръчни скорости,145000,125,Черен металик,62d906c9f6f916c88f0008a4
Mazda, 5,2005,6500, Бензин, Ръчни скорости,151660,116,Тъмно сив металик,62f36e86b62cd71a5f0a72b2
Smart, ForTwo,2002,3150, Дизел, Автоматични скорости,238000,41,Бордо,61f43e48e482b23ad13a6092
Opel, Zafira,2000,2400, Дизел, Ръчни скорости,269700,82,Бял,62f36e39644e05673c00b742
Jaguar, XF,2013,35000, Бензин, Автоматични скорости,108540,340,Тъмно сив металик,602be2f5e031320566185d23
Renault, Grand,2009,8500, Бензин, Ръчни скорости,200000,130,Син,622db9ff50b455663a3f2fe4
Dodge, Challenger,2012,29000, Бензин, Автоматични скорости,211900,305,Черен металик,5f75a137414891620a59a7e3
Chevrolet, Camaro,2012,29000, Бензин, Ръчни скорости,181900,312,Червен,5f7886f8367d985dff61a7f2
Volvo, V50,2008,8400, Бензин, Ръчни скорости,171000,145,Син,62aed0307805738a5505f592
BMW, X6,2011,28800, Бензин, Автоматични скорости,195000,306,Сив металик,5f8ffc9747ad85572601d714
Opel, Zafira,2012,13999, Дизел, Ръчни скорости,168000,130,Бял,6261bc671333eaa12706a603
Audi, A4,2013,28000, Бензин, Автоматични скорости,193000,211,Сив металик,5da41733a97fce04642ff489
VW, Golf,2001,2800, Дизел, Ръчни скорости,216000,90,Тъмно зелен металик,62f36e0d8f136633490f5aa5
Honda, Jazz,2009,10999, Бензин, Автоматични скорости,146000,99,Тъмно сив металик,62d2fb7dffd9ef3d8604b2d2
VW, Golf,1993,850, Бензин, Ръчни скорости,260000,65,Червен,621e34367fc6d669e56969d2
Audi, A6,2009,13200, Дизел, Автоматични скорости,188000,240,Тъмно сив металик,5da41a09f969787ed80fbd9a
Suzuki, Swift,2008,6500, Бензин, Ръчни скорости,108500,92,Оранжев металик,62d7e0b8d090040f3f0f61b4
VW, Tiguan,2009,17955, Дизел, Автоматични скорости,229000,140,Бял,62cc5198742bcfeb7e0bbd33
Mini, Countryman,2022,64900, Бензин, Автоматични скорости,2310,136,Сив металик,62a1a40226fa3699f10c3f02
Nissan, X-Trail,2004,3200, Дизел, Ръчни скорости,250000,116,Черен,6290f7a39194e4a12e0ae3f5
BMW, i3,2019,62000,, Автоматични скорости,26600,170,Син,62f36e5f6d22c4198b0ccb82
BMW, i3,2021,82000,, Автоматични скорости,18050,184,Сив металик,62f36e5237ce3479e80d1d82
Honda, Accord,2008,13200, Дизел, Ръчни скорости,182400,150,Тъмно син металик,62dc6c89e3a098a2f00bea93
Audi, A6,2005,4700, Дизел, Ръчни скорости,300000,180,Бежов металик,612116ac14bc185977186f12
Mercedes-Benz, B,2007,6800, Дизел, Автоматични скорости,192000,140,Сив металик,5da416e589db6c29a93db4f8
Volvo, S80,2001,3800, Газ/Бензин, Автоматични скорости,360000,200,Тъмно сив,62ee5b5dacb3f7553102fe82
VW, Golf,1999,4600, Газ/Бензин, Ръчни скорости,266000,101,Светло сив металик,62f36da6503a4f65000d5b65
BMW, 525,2005,5500, Дизел, Ръчни скорости,250000,170,Черен,620112ef844ecc19df6d6463
Audi, A4,2004,5200, Дизел, Ръчни скорости,198000,180,Сив металик,5da41a0cabebe273e2797b74
Opel, Astra,2005,6000, Бензин, Ръчни скорости,196000,200,Сив,6243f61d40f71e7fbc529aa3
Mini, Cooper,2004,2500, Бензин, Ръчни скорости,150000,90,Син,623f0762e7f07910bc42d466
BMW, 525,2012,25900, Дизел, Автоматични скорости,208400,218,Сребърен металик,61f3eb4f10087849f2770e03
Seat, Altea,2006,5300, Дизел, Ръчни скорости,335000,140,Червен,62ed8485228a13e85b0ae8a3
Opel, Zafira,2012,12999, Дизел, Ръчни скорости,170000,110,Тъмно сив металик,5da417eeabebe273e278648e
Skoda, Octavia,2008,9999, Дизел, Ръчни скорости,211752,170,Син,62cb4abbf432860823003192
Opel, Meriva,2004,1000, Дизел, Ръчни скорости,190000,100,Сив,6290ee3b42a90b840702a696
BMW, 520,1998,1800, Газ/Бензин, Ръчни скорости,400000,150,Тъмно син,62f36d58ef3d517f8e0c8e12
BMW, 330,2006,12900, Бензин, Автоматични скорости,183000,258,Тъмно сив,6120b59fb31d5a6d4b055472
Opel, Corsa,1999,1400, Бензин, Ръчни скорости,240000,90,Син,624ed6030c9fb214fc093e93
Toyota, Yaris,2007,5999, Бензин, Ръчни скорости,150000,69,Червен,626bab22ee7b39440201f0a4
BMW, 520,2004,7800, Бензин, Ръчни скорости,250000,170,Тъмно сив,617d501d224d232578383f22
Ford, Fiesta,2011,9500, Бензин, Ръчни скорости,147584,82,Черен,62f36d3a7ec94bfb1306e612
Audi, A8,2012,45000, Дизел, Автоматични скорости,276000,351,Черен,62618bd876e4ba2831006862
VW, Touareg,2007,13800, Дизел, Автоматични скорости,236000,233,Черен,62f36d0d346cb9798b060954
Opel, Frontera,2002,6500, Дизел, Ръчни скорости,160000,100,Тъмно син,62d12957b5b01ebf8505cf32
Toyota, Yaris,2008,6200, Дизел, Ръчни скорости,157000,90,Син металик,62c9b62c2f13fbfee70a31d2
Toyota, Avensis,2004,4300, Дизел, Ръчни скорости,360000,140,Бежов металик,62f36d0124b15be323064b23
VW, CC,2009,7200, Дизел, Ръчни скорости,227000,140,Сив,62c1834c70cb5a0d1206f572
BMW, 320,2008,7800, Дизел, Ръчни скорости,220000,177,Сив,62ed22c82c9477d0330833f2
Renault, Clio,2005,4500, Бензин, Ръчни скорости,186000,75,Сив металик,62ab071556c2e279c1068562
Skoda, Superb,2010,20900, Дизел, Автоматични скорости,147000,170,Сив металик,62d81e12db33de141407a1a2
Volvo, XC,2016,29999, Бензин, Автоматични скорости,90000,304,Сребърен металик,62a30f81a918a41c4b0ee084
Peugeot, 407,2005,3750, Дизел, Ръчни скорости,240000,115,Сив,62ce8dd3364535925b0d6e82
Mercedes-Benz, C,2001,3200, Дизел, Автоматични скорости,180000,170,Сребърен металик,60156edca422731c83238222
Hyundai, i20,2014,11300, Дизел, Ръчни скорости,148000,75,Сив металик,6246c8cc6b413f5d3705aa43
Honda, CR-V,2004,8600, Бензин, Ръчни скорости,165000,150,Сребърен металик,62a0bceb4c93dfc7ef0df423
Ford, F,2012,35900, Бензин, Автоматични скорости,180000,360,Бял,62cc3768150f08b6950006a2
Peugeot, 407,2005,4500, Бензин, Ръчни скорости,233000,158,Зелен металик,61ae84ec780af7701b234b42
VW, Passat,2006,6950, Дизел, Автоматични скорости,300000,140,Тъмно сив,62bb235944ca91f1480da1c2
Renault, Modus,2004,3500, Бензин, Ръчни скорости,167000,75,Кафяв металик,627797b149d38765ea083413
Ford, Focus,2005,3300, Дизел, Ръчни скорости,167000,109,Черен металик,604f4020522c2727527f0b82
VW, Polo,2004,3000, Бензин, Ръчни скорости,126000,65,Син металик,62614b8ca2616b934900e252
Suzuki, Grand,2003,11500, Газ/Бензин, Автоматични скорости,270000,144,Тъмно син,62dae48592da98e7680f8242
Renault, Clio,2014,13300, Бензин, Ръчни скорости,102700,90,Сив металик,62c97329bf1b8d85e00df082
Fiat, Panda,2006,2800, Бензин, Ръчни скорости,137000,60,Син,615edf446a7bd65ad7089292
BMW, 320,2003,4800, Дизел, Ръчни скорости,221000,150,Сив,620b67e345bbf27d9f78ff02
Audi, A3,2015,21900, Дизел, Автоматични скорости,214000,110,Тъмно сив металик,613cab687b14f768980d4d43
VW, Passat,2005,5900, Дизел, Ръчни скорости,192000,105,Тъмно сив металик,62e55908d88c9329e106cd82
Audi, A3,2005,6300, Бензин, Ръчни скорости,230000,116,Сив металик,62f11c0a4d9d4db66c0372d5
Audi, A6,2009,16900, Бензин, Автоматични скорости,279000,290,Син металик,62584c67cec02e50c30a3672
Audi, A6,2009,17999, Бензин, Автоматични скорости,227800,290,Сив металик,62a30c542a68cb853d0bde32
Audi, A4,2005,4200, Дизел, Ръчни скорости,200000,116,Сив металик,62f36c9536b38a2ff2008185
Lancia, Thema,2013,19900, Дизел, Автоматични скорости,263000,240,Черен металик,6288f6ba6fdefb14550f40b5
Mercedes-Benz, ML,2012,38800, Дизел, Автоматични скорости,195357,246,Сив,617c0da9f7dc5a0b9e69a564
VW, Passat,2012,13800, Дизел, Ръчни скорости,185655,105,Кафяв,62e2c199ff3c5fc3b3044dd3
Peugeot, 307,2005,3100, Дизел, Ръчни скорости,29000,110,Сив металик,62f36c7248c22c226c08b1e2
VW, Polo,2006,5500, Бензин, Ръчни скорости,144500,75,Черен,62f297836db2f7dbcc09ab52
Audi, A4,2008,13990, Дизел, Ръчни скорости,194000,136,Сив,62f36c715cc432ad5b09d923
Audi, A4,2013,21000, Дизел, Ръчни скорости,185000,136,Черен,62c88f87ed6ae468ac0ab1e3
Ford, Fiesta,2017,15600, Бензин, Ръчни скорости,60000,71,Червен,62a6ea160e8211556b01bb22
VW, Golf,2004,6500, Дизел, Ръчни скорости,160315,105,Син,62d974866e9ddd535d021922
BMW, 525,2005,11300, Дизел, Автоматични скорости,320000,220,Черен,62e5790fbc60600106010904
BMW, 116,2008,7300, Бензин, Ръчни скорости,130400,122,Черен,62c487a80099e677170d88a6
Mini, ONE,2010,9300, Дизел, Ръчни скорости,148000,109,Бял металик,62cc058a8992e46138022e92
Audi, A4,2003,4500, Дизел, Ръчни скорости,195399,163,Сив,62481c44905d30dca70a61a3
Mercedes-Benz, A,2001,1450, Бензин, Ръчни скорости,245000,90,Сив,62ebffb187fcd34ac80c2863
Audi, A3,2007,7800, Дизел, Ръчни скорости,180343,105,Черен,61e542ed3aa2a366c56ec312
Ford, Connect,2005,3100, Дизел, Ръчни скорости,214000,90,Бял,629f617a2785db5ff00231e6
VW, Passat,2006,6900, Дизел, Ръчни скорости,191500,105,Сив,629f7f4a8417fcfb1c0f2044
Audi, Q5,2010,22800, Дизел, Автоматични скорости,223000,170,Черен металик,625083945f0c744321079dc5
Skoda, Octavia,2015,22000, Дизел, Ръчни скорости,158000,184,Син,622b2692d2ea9f59f47e2553
Mercedes-Benz, C,2003,4500, Дизел, Автоматични скорости,188256,116,Сив,6230c2a96611ad4d032796a8
BMW, X1,2010,17999, Дизел, Ръчни скорости,197000,177,Бял,61d16afc88c29073bc5d8293
VW, Passat,2016,30900, Дизел, Автоматични скорости,132000,120,Черен металик,62768d905eb3a4861e06d212
Mercedes-Benz, E,2004,5199, Дизел, Автоматични скорости,303645,177,Бял,62b9f62840f245c2de07ce42
Suzuki, Grand,2003,9009, Газ/Бензин, Ръчни скорости,207000,94,Тъмно син,628b33713550182232028e53
Honda, Accord,2002,4500, Бензин, Ръчни скорости,231880,136,Сив,62b32a6e7d69e8370b0efcb2
Ford, Focus,2005,5000, Бензин, Ръчни скорости,115269,100,Сив,6288b73412fa7fca080be262
Citroen, C4,2012,12345, Дизел, Ръчни скорости,189000,112,Бордо,6151ce6ff5046f42ba249672
BMW, X5,2002,6948, Газ/Бензин, Автоматични скорости,278543,231,Светло сив металик,62a0743d6cd250d3000dd892
Audi, A6,2010,19999, Дизел, Автоматични скорости,300000,239,Черен,62811ce7ecc91f112104bd12
Honda, Civic,2004,4500, Бензин, Ръчни скорости,160236,90,Черен,62053b391c8bd3010d08cc72
Opel, Zafira,2006,5750, Газ/Бензин, Ръчни скорости,231457,105,Светло сив,62f2750679d010ea3a08d1a2
VW, Scirocco,2009,13800, Бензин, Ръчни скорости,161000,220,Светло сив,62f36c004a2917392201a092
Seat, Toledo,2001,3600, Дизел, Ръчни скорости,189410,90,Син,6257feab9c32aba15b0b8055
Mercedes-Benz, C,2001,5200, Дизел, Автоматични скорости,233000,143,Сив,62f36c15f6f7d9884707c262
Citroen, Berlingo,2003,2698, Дизел, Ръчни скорости,275460,75,Бял,62f0ab26437bf81fa20ddc23
Kia, Rio,2006,4900, Бензин, Ръчни скорости,179112,96,Сив,623efd13b9ef105ebc0d67c2
VW, Polo,2003,3800, Бензин, Ръчни скорости,153460,55,Син,6288b84630469993f20ecf43
Skoda, Fabia,2006,4000, Бензин, Ръчни скорости,186000,64,Бордо,62053c4619b85f35c66df367
Kia, Sportage,2012,24999, Дизел, Ръчни скорости,160000,136,Бял металик,62b0176f1b6ce6707d0c8954
Skoda, Octavia,2006,4300, Дизел, Ръчни скорости,206193,105,Черен,62481b3ec86abff9b001e813
Peugeot, 308,2011,7499, Дизел, Ръчни скорости,173300,112,Светло сив,62e183062e7a5b116f087b22
Skoda, Octavia,2003,4300, Дизел, Ръчни скорости,193795,101,Сив,6230bd59ae3f7a3601155f02
Smart, ForTwo,2003,2800, Дизел, Автоматични скорости,147000,41,Сив металик,62e3bf10ceded4f4d6060532
Skoda, Octavia,2003,4300, Дизел, Ръчни скорости,151119,90,Сив,62053dd330b9f808015120c4
Suzuki, Grand,2007,5300, Бензин, Ръчни скорости,101000,110,Сив,61fbb8b2bdbece073c632133
Citroen, C5,2012,13499, Дизел, Автоматични скорости,242300,163,Тъмно сив,62e6bff55e8a9d8da8087502
VW, Golf,2005,6000, Дизел, Ръчни скорости,171927,90,Сив,62767f1babc9b47353040522
VW, Passat,2006,7700, Бензин, Автоматични скорости,198000,150,Черен металик,62f36bb91f6817adc4015a73
Peugeot, Partner,2010,8199, Дизел, Ръчни скорости,192300,109,Бял,628f87e6774c79144f027012
Mercedes-Benz, ML,2014,39999, Дизел, Автоматични скорости,180000,204,Бял,62ecac49661f4bf1b903f4c2
BMW, 325,2003,5100, Газ/Бензин, Автоматични скорости,250000,192,Черен,62c5ed6407b375103d06e262
Renault, Kangoo,2006,5000, Бензин, Ръчни скорости,162100,75,Зелен,629f72223e52e22a040e6924
VW, CC,2010,14999, Бензин, Ръчни скорости,170000,160,Сив,62bee856f754292bea077b32
Citroen, C5,2011,12599, Дизел, Ръчни скорости,128100,112,Тъмно сив,62c9a5d317e6d6f6800e92c2
Renault, Kangoo,2002,3900, Дизел, Ръчни скорости,194300,82,Сив,62a88390f676d7c22e087f72
Toyota, RAV,2008,12400, Дизел, Ръчни скорости,219000,136,Сив,62b738d789ee37b0f701cf83
Peugeot, 407,2004,3500, Дизел, Ръчни скорости,272232,136,Светло сив металик,62f36bd6d7e4543843032b92
Peugeot, Expert,2005,4000, Дизел, Ръчни скорости,145600,93,Жълт,62e2a987a28b5bea8d045ee3
BMW, 730,2016,84900, Дизел, Автоматични скорости,172000,320,Черен,62f36bd5ad12e6b56909cb52
Subaru, OUTBACK,2005,7599, Бензин, Автоматични скорости,202350,245,Златен,62f0136d38aa7d26cb0dfe62
Peugeot, Partner,2006,4000, Дизел, Ръчни скорости,157960,90,Бял,6288bb041d3fd9194f089295
Subaru, OUTBACK,2005,8500, Бензин, Автоматични скорости,172656,245,Златен металик,62f36bbbe45ed0eef9005512
Peugeot, Partner,2005,5500, Дизел, Ръчни скорости,166830,90,Жълт,62b30c72b967f2365a0d9512
VW, Golf,2007,7999, Газ/Бензин, Ръчни скорости,194000,102,Тъмно сив металик,60cc62d73a50b2098427c2a2
Peugeot, Partner,2004,4900, Дизел, Ръчни скорости,170200,90,Сив,628f89a4e0e85c6c0a034703
Citroen, Berlingo,2003,4900, Дизел, Ръчни скорости,189870,70,Син,62bd7276344b765804038142
VW, Polo,1996,1549, Бензин, Ръчни скорости,175000,60,Тъмно син,624ab2b30829e48ef3072c42
Mercedes-Benz, C,2007,13900, Дизел, Автоматични скорости,220000,224,Бял,6278d7ee8562d2b98f03b3c2
Toyota, Yaris,2007,7290, Дизел, Ръчни скорости,183000,90,Сив металик,626d0175b99feb487d052c72
VW, Passat,1994,1700, Бензин, Ръчни скорости,186543,90,Светло син,62f1f106d49bbbb0fd0af9b4
Seat, Leon,2004,1600, Дизел, Ръчни скорости,150266,90,Червен,62eae46a6696d60cd1036912
Skoda, Octavia,2012,12999, Бензин, Ръчни скорости,115000,160,Черен,62f36babe36cf64d9703ff54
BMW, 320,2005,3800, Дизел, Автоматични скорости,265000,150,Охра металик,62ed32a1bf73cf62a1067f66
Land, Rover,2010,11999, Дизел, Ръчни скорости,143000,152,Оранжев металик,60e788d5b4b64f2c77085a03
VW, Polo,2011,9999, Бензин, Ръчни скорости,85000,75,Светло сив металик,5da417ad89db6c29a93e6948
Dacia, Duster,2019,31900, Дизел, Ръчни скорости,156315,116,Бял,62f36b89ae2798f3eb058724
Dacia, Duster,2019,31900, Дизел, Ръчни скорости,156315,116,Бял,62f36b89ae2798f3eb058724
VW, Golf,2009,9850, Дизел, Ръчни скорости,191000,110,Тъмно сив металик,60e23866233071569b4c3f93
Mitsubishi, L200,2006,13300, Дизел, Ръчни скорости,192000,136,Черен,61fbb709ef24a32af50e06f5
Mercedes-Benz, CLK,2004,6700, Дизел, Ръчни скорости,270000,179,Черен,62f36b211daa85725609b045
Opel, Corsa,2013,8400, Газ/Бензин, Ръчни скорости,134000,85,Черен,61f1afba5070fd5f8355ef24
VW, T5,2014,28900, Дизел, Ръчни скорости,217000,175,Сив металик,62e191a00072cda9d7052d63
Subaru, Impreza,2009,8000, Дизел, Ръчни скорости,149000,150,Светло сив металик,5da418daabebe273e278ee3f
Peugeot, 308,2007,7200, Дизел, Ръчни скорости,195785,90,Сив,62f36b00d7c130bb37051492
Citroen, Berlingo,2010,7200, Газ/Бензин, Ръчни скорости,154000,90,Бял металик,5da41995abebe273e27947c5
Hyundai, i30,2015,14500, Дизел, Ръчни скорости,199000,90,Черен металик,62163dde52d9b2716f486656
Mercedes-Benz, A,2010,6600, Дизел, Ръчни скорости,120000,110,Тъмно сив металик,5da41b9aabebe273e27a3cbb
Peugeot, 308,2009,6000, Дизел, Ръчни скорости,160000,90,Черен металик,5da41b3e6aa9c5734221d06b
Renault, Scenic,2005,2777, Дизел, Ръчни скорости,117000,101,Сив металик,629e5a23614a8614550252a4
Seat, Altea,2006,5900, Бензин, Ръчни скорости,161000,102,Черен металик,5dbea86b4d15af29e029f1d2
Peugeot, 307,2004,2700, Бензин, Ръчни скорости,129822,136,Сив,627bceb7c832025ed803c8f3
Peugeot, 407,2005,4300, Дизел, Ръчни скорости,178000,90,Светло сив металик,5da416fcabebe273e277a98f
Kia, Rio,2011,9250, Дизел, Ръчни скорости,104000,109,Хамелеон,5da41c5fabebe273e27a9d9b
Opel, Frontera,2001,5700, Дизел, Ръчни скорости,218000,116,Син,6238bfdd36f13275c80a4183
Peugeot, 207,2006,4150, Бензин, Ръчни скорости,135000,88,Светло сив металик,5da421aaf969787ed811f294
Peugeot, 206,2010,4000, Бензин, Ръчни скорости,125000,60,Черен металик,5da41a8cabebe273e279b769
Peugeot, 407,2008,4300, Дизел, Ръчни скорости,193000,136,Светло сив металик,5f00131364d753647d57e393
Saab, 9-3,2005,3900, Дизел, Ръчни скорости,169000,150,Черен металик,5da42201f969787ed8122147
BMW, X6,2010,36900, Дизел, Автоматични скорости,340000,306,Тъмно сив,62eab53c5f3993e8040bda57
Opel, Astra,2005,3699, Дизел, Ръчни скорости,189000,101,Сив,61013a8c10582a31cc3d5fd3
Mazda, 3,2014,21500, Дизел, Ръчни скорости,200350,150,Сив металик,62f0d6141392b480cb074ad4
Mercedes-Benz, A,2006,3500, Дизел, Ръчни скорости,188000,110,Светло сив металик,5da41bb5abebe273e27a4a40
Peugeot, 206,2006,3200, Дизел, Ръчни скорости,154000,70,Черен металик,5da41800abebe273e2787064
Ford, Focus,2004,2700, Дизел, Ръчни скорости,189000,101,Тъмно син металик,5da4184689db6c29a93ee4d5
Mercedes-Benz, A,2004,2400, Дизел, Ръчни скорости,98000,95,Син металик,5da42240f969787ed8124c8d
Opel, Meriva,2007,4999, Дизел, Ръчни скорости,168567,90,Черен,62f24dec7fbc7775450be212
Land, Rover,2007,13999, Дизел, Автоматични скорости,239000,190,Тъмно сив металик,621672230469202d2f43f843
BMW, X5,2011,29500, Дизел, Автоматични скорости,267226,245,Тъмно син,620f4b579a599d537813e2d2
Mazda, 5,2006,7000, Газ/Бензин, Ръчни скорости,220123,147,Лилав металик,62bea142f7c38f92090d8c23
Opel, Zafira,2007,6700, Дизел, Автоматични скорости,147000,140,Сив,6185042a42183f6032280636
Hyundai, i10,2019,23500, Бензин, Автоматични скорости,26000,67,Бял,62a5a8018d2f243fe00e3c33
Lancia, Ypsilon,2005,4000, Дизел, Ръчни скорости,283000,75,Тъмно сив,62eab85fdb36be46ef080592
Skoda, Fabia,2009,7250, Газ/Бензин, Ръчни скорости,173900,69,Оранжев,62dba09b67f09f7e190f1184
Opel, Tigra,1997,2600, Бензин, Ръчни скорости,205785,140,Черен металик,62dd538171eb3447910bb933
Citroen, C5,2012,13900, Дизел, Автоматични скорости,245000,163,Тъмно сив,62e8d0632b5c63d04700e3d2
Citroen, C3,2010,6250, Дизел, Ръчни скорости,173800,90,Червен,627aa839bae6d62c4d0bfc12
Opel, Zafira,2000,3500, Бензин, Ръчни скорости,3100000,101,Черен,616464d7932dcb6a665967fa
Citroen, C4,2014,18490, Дизел, Автоматични скорости,98970,115,Червен,626832c976821ea43508edd3
Nissan, Almera,2002,3800, Бензин, Ръчни скорости,207000,1000,Сив,61646029053afb0b713e89c5
Audi, A6,2001,3550, Дизел, Ръчни скорости,253200,110,Сив,62eae19c0cf5fb201f074892
Opel, Zafira,2004,2350, Дизел, Ръчни скорости,215145,101,Сив,62e3b95f91e28df3ee0eacf3
Peugeot, 308,2010,7890, Дизел, Автоматични скорости,229000,109,Червен,627f817424e147ef1309cbe2
Toyota, Land,1998,12000, Бензин, Автоматични скорости,20000,177,Черен,628b7b4081852c03d3015c72
Citroen, DS3,2014,14000, Бензин, Ръчни скорости,150000,156,Тъмно сив,62bd2bcf56da310b2e0206e3
Toyota, Yaris,2011,8799, Бензин, Ръчни скорости,147000,69,Сив металик,62b223eb56cff51ee90fb9f2
Opel, Meriva,2011,8500, Бензин, Ръчни скорости,174000,100,Сив металик,629f2b9a1e226a87ab0854a4
Peugeot, 207,2009,5999, Дизел, Ръчни скорости,149000,75,Сив металик,6288fb3a0d1d47b8360de5e2
Audi, A6,1995,5550, Дизел, Ръчни скорости,270000,115,Бял,5da419666aa9c5734220a5b4
Mercedes-Benz, GLE,2017,92500, Дизел, Автоматични скорости,76485,258,Черен металик,62cef7df69bf71ebc7095ca2
Ford, Focus,2006,4400, Дизел, Ръчни скорости,165500,115,Сив металик,5da41c4ca97fce0464336ce8
Audi, A5,2012,30300, Дизел, Автоматични скорости,178900,163,Бял металик,624c8da806d6d1365b0cbd14
Toyota, Corolla,2007,7500, Бензин, Автоматични скорости,171000,130,Сив металик,62052610f33b7925722e6f26
Mercedes-Benz, C,2002,6500, Газ/Бензин, Ръчни скорости,178242,163,Черен металик,5da4195f6aa9c5734220a27a
Seat, Altea,2006,4999, Бензин, Ръчни скорости,230000,102,Сив,62a0d7f58939401217030f06
Citroen, C3,2007,3999, Бензин, Ръчни скорости,101900,60,Сив,62e9fe6893b3a8fb7001ef12
Citroen, Berlingo,2008,2999, Дизел, Ръчни скорости,186000,109,Бял,62c2f9e5bbb89b89c8057b82
Fiat, Doblo,2001,2950, Дизел, Ръчни скорости,204400,63,Син,62ea692c592afca2f8059002
BMW, 320,2002,8200, Дизел, Ръчни скорости,228950,150,Черен металик,5da419666aa9c5734220a5e4
Audi, A4,2003,3500, Дизел, Ръчни скорости,221000,180,Тъмно сив,62ed2fccb73ffe6e2507ddf2
Ford, Maverick,2003,4600, Бензин, Автоматични скорости,222222,197,Бронзов металик,62c15fac2fcadfdf3e04bd02
Mercedes-Benz, E,2004,7600, Дизел, Автоматични скорости,224000,230,Тъмно син,62f36a3cf5dcfe6ca5055ab2
Fiat, Multipla,2002,2500, Дизел, Ръчни скорости,290000,110,Син металик,62ebc9e7dd2f841d430183e5
Opel, Astra,1998,1800, Бензин, Ръчни скорости,180000,115,Светло зелен,62c53c6a07b584737507d554
Subaru, Impreza,2008,7800, Бензин, Ръчни скорости,160000,150,Сив,620a12ba1777a621de2ba923
VW, Passat,2008,9500, Дизел, Ръчни скорости,200000,105,Сив,62f36a149c71fa91c706b5a4
Toyota, Corolla,2003,3250, Бензин, Ръчни скорости,231136,110,Светло син металик,62f369e072c1cdd58b029c22
Mini, Countryman,2012,18500, Дизел, Автоматични скорости,109900,112,Бял,62f3696d93497ce03f05ed04
Mazda, 2,2007,3800, Бензин, Автоматични скорости,148000,90,Сив металик,627cb1a0344c7d071402b062
Mercedes-Benz, ML,2007,15500, Газ/Бензин, Автоматични скорости,290000,272,Черен металик,62e42fdf53ad8c5a3c097f03
VW, Touran,2008,9900, Дизел, Автоматични скорости,172000,140,Черен,62aacc2b3ab78525540efc94
Ford, C-Max,2008,5400, Дизел, Ръчни скорости,145000,110,Тъмно сив металик,6287a7a22b3891059c00e912
Audi, A3,2007,5600, Бензин, Ръчни скорости,156000,150,Син металик,6232e6b7bf003260591ef6f2
Renault, Megane,2010,7800, Дизел, Ръчни скорости,199999,131,Тъмно сив,61a233243e736c43e72e8b02
Mercedes-Benz, S,1993,8350, Дизел, Автоматични скорости,300000,150,Черен металик,62825dbf97b0a4b7100af8e2
VW, Passat,2012,18900, Дизел, Ръчни скорости,210000,170,Черен металик,62e7aa54fbfbcb8b81046cc2
VW, Golf,2005,4999, Бензин, Ръчни скорости,193000,101,Сив,62bc34fead4616e3de0a9d42
BMW, X5,2009,20900, Дизел, Автоматични скорости,220000,235,Черен,629f14cd84911cbf6c0bf583
Mercedes-Benz, E,2003,7499, Дизел, Автоматични скорости,411000,150,Сив,62ebe61f52927d3d800b8ba2
Opel, Astra,2008,4700, Дизел, Ръчни скорости,156000,101,Син металик,62e7a9a13c08ef79f4038a94
Peugeot, 207,2009,5500, Дизел, Ръчни скорости,143000,90,Черен металик,629343d5cba2bf24040b7733
Audi, A6,2010,16300, Дизел, Автоматични скорости,169000,190,Тъмно сив,62754fa2ea8af609bb03bda4
Citroen, Xsara,2007,3600, Дизел, Ръчни скорости,154000,90,Тъмно сив металик,62c43d75592437699a0d89d3
Skoda, Superb,2017,32700, Дизел, Автоматични скорости,181000,120,Сив металик,61978b7768543269c5762295
Mercedes-Benz, E,2012,22999, Дизел, Автоматични скорости,213800,265,Тъмно сив,62d42db05c2e44351e012902
VW, Passat,2016,27950, Дизел, Ръчни скорости,240000,150,Тъмно сив металик,6262fc9f86cafd612c0a87e2
Opel, Astra,2005,5700, Дизел, Ръчни скорости,207000,150,Сив металик,621aa1e2a5fad774516ee243
Nissan, Patrol,1996,15500, Дизел, Ръчни скорости,212513,115,Черен,62f36909298ba1a82803a9e2
Mercedes-Benz, E,2010,21550, Дизел, Автоматични скорости,183000,170,Сребърен,62d835db48978984fe02e6b2
